0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
-0.3558205881636296,-0.36116789968820623,-0.5418691908579795,-0.7366288417030895,-0.3356896004382252,-0.5435861451385493,-0.5441938010743222,-0.5562043259848247,0.0,-0.5158092803725067,-0.6186596674156791,1.1102230246251565e-16,-0.6274925250657188,-0.5999788329031719,-0.6275297497063408,-0.6261939679422507,1.4074944256639141
-1.1458484040138588,-1.1364402785077787,-0.9149393295007398,-0.9435199273667135,-1.292814629786407,-0.962035576031645,-0.9628122372570498,-0.7979817168542344,0.0,-1.024888250152492,-0.92531372547141,1.1102230246251565e-16,-0.9356767627356225,-0.8903530777822474,-1.2045650683692477,-0.8067101123372695,-0.5429734428297918
-1.5078968483253485,-1.524076467917565,-1.0024772562335589,-0.9566219564440112,-1.4170827080434334,-1.0686151751915798,-1.0694348822779538,-0.9068342998371737,0.0,-1.1267040441084886,-0.9883121422321041,1.1102230246251565e-16,-1.0022806822320487,-0.9871444927419535,-1.0646163932554813,-0.8563024596985386,-0.8030358252956192
-1.5078968483253485,-1.524076467917565,-1.0239352465729936,-0.9085543577922887,-1.3523082797008237,-1.057054967386599,-1.0578700054828298,-0.9212488057674321,0.0,-1.0529525058929394,-0.9966501679798428,1.1102230246251565e-16,-1.0086776688503494,-0.9871444927419535,-1.284502381685064,-0.8880415620097506,-1.4531917814601878
-1.5078968483253485,-1.524076467917565,-1.1664885605220128,-0.9834101153599283,-1.4051178994983617,-1.0746635962817348,-1.075485746232366,-1.5166889825369172,0.0,-1.3401553592997444,-1.1115296338375789,1.1102230246251565e-16,-1.146401027809061,-0.9871444927419535,-1.0587397942726728,-1.1042641965048832,-0.41294225159687803
0.017279861290000285,0.02646828972158,-0.22854032282380782,-0.24748469214838972,0.2816401892252167,-0.23526712777672357,-0.23575025840314892,-0.09212065885659865,0.0,-0.06841090416380234,-0.2221402207454288,1.1102230246251565e-16,-0.1840308350852775,-0.30960458802407487,-0.28878857390260826,-0.28499861809672067,-0.933067016528533
-0.7434029753897188,-0.7488040890979925,-0.8297153258600365,-0.9452358856033081,-0.9753016319261492,-0.8116224774289622,-0.8123383891171063,-0.7249693614162903,0.0,-0.7879579808476714,-0.8660210979319334,1.1102230246251565e-16,-0.8606062433032101,-0.8903530777822474,-0.775884685616707,-0.7749710100260574,-1.5832229726931015
-0.3558205881636296,-0.36116789968820623,-0.5421063674078389,-0.7366509077318506,-0.40155340729912803,-0.5439522601796616,-0.544560063983669,-0.6306177713991908,0.0,-0.6049740614061365,-0.6131009835838532,1.1102230246251565e-16,-0.6203429517864414,-0.5999788329031719,-0.6476892084685574,-0.6460309068867582,1.2774632344310004
0.017279861290000285,0.02646828972158,-0.22850044558828245,-0.24745094410440244,0.2904956343162183,-0.23526712777672357,-0.23575025840314892,-0.20364857414019352,0.0,-0.13064394371422552,-0.22491956266134186,1.1102230246251565e-16,-0.218273528159711,-0.21281317306439024,-0.33093663150778324,-0.3266561898801866,1.2774632344310004
-1.1458484040138588,-1.1364402785077787,-0.8939764247941695,-0.9665893114355474,-1.289189486444148,-0.9785809667251946,-0.9793643103794422,-0.7315020155038829,0.0,-1.0251092285441488,-0.9188285943342797,1.1102230246251565e-16,-0.9339834427484254,-0.8903530777822474,-0.808342192581357,-0.7591014588704513,0.3672448958006044
-0.7434029753897188,-0.7488040890979925,-0.829788320708683,-0.9452475676185346,-0.9874646761577852,-0.8116726301743201,-0.8123885621183867,-0.9285540773728873,0.0,-0.9399773031582609,-0.8650946506266292,1.1102230246251565e-16,-0.8918385897337376,-0.7935616628225627,-0.8306421344167819,-0.8305144390706787,1.6675568081297416
0.017279861290000285,0.02646828972158,-0.22847095730262654,-0.24748599015008152,0.2851808988491247,-0.23515177646240057,-0.2356348605002041,-0.0712484542695845,0.0,-0.0488128830537158,-0.22399311535603766,1.1102230246251565e-16,-0.18327824842430068,-0.30960458802407487,-0.28197794594239994,-0.27706384251891764,-1.0630982077614466
-1.1458484040138588,-1.1364402785077787,-1.0591887642740885,-0.9535106463887026,-1.2349564242861437,-0.9696036253061422,-0.9703833431502568,-1.2905945741196287,0.0,-1.1586768551513722,-1.0244435871389725,1.1102230246251565e-16,-1.0583483884748028,-0.8903530777822474,-1.2366723144673726,-1.0229327468324019,0.4972760870335181
-1.1458484040138588,-1.1364402785077787,-1.0821168590699493,-0.9774328175690667,-1.271076618342167,-0.9866906656495567,-0.9874772846864773,-1.2993585937252257,0.0,-1.1757750582058375,-1.042972533245059,1.1102230246251565e-16,-1.0670031350760334,-0.9871444927419535,-0.8573008781467402,-1.0169816651490498,-0.8030358252956192
0.017279861290000285,0.02646828972158,-0.22845394483013282,-0.24744964610271036,0.2931149151007276,-0.2350665167952921,-0.23554956639802735,-0.1947807700918985,0.0,-0.12056180459487127,-0.22584600996664608,1.1102230246251565e-16,-0.21921426148593184,-0.30960458802407487,-0.3281734624496415,-0.32467249598573583,1.2774632344310004
-0.3558205881636296,-0.36116789968820623,-0.5420154527548324,-0.7366418217200077,-0.37562766697622246,-0.543826878316267,-0.544434631480468,-0.6126054047887398,0.0,-0.5773655735984804,-0.6149538781944619,1.1102230246251565e-16,-0.6256110584132775,-0.5999788329031719,-0.6432525708259074,-0.6420635190978567,1.5375256168968279
1.602670943748734,1.577013047360725,2.09175400829065,1.8761486178135665,1.4467043584431907,2.120367199484496,2.1208354733345827,1.8122200802064394,0.0,1.7318033746200334,2.038391204197119,1.1102230246251565e-16,1.9384516955338829,2.2069722009280057,2.0866027871218185,2.113287300294244,1.5375256168968279
-1.1458484040138588,-1.1364402785077787,-1.0632869554813478,-0.954751536006089,-1.2920253580713839,-0.97058160384062,-0.9713617166752239,-1.2715731920940596,0.0,-1.1628892557423345,-1.0253700344442769,1.1102230246251565e-16,-1.042732215259539,-0.8903530777822474,-1.2059661118353475,-1.0189653590435004,-1.4531917814601878
-1.5078968483253485,-1.524076467917565,-0.9878571456717758,-1.0412957988086269,-1.355530527365298,-1.0862288193612515,-1.0870556403276181,-0.6682972899008861,0.0,-1.0196952579485512,-0.9957237206745384,1.1102230246251565e-16,-1.012252455489988,-0.9871444927419535,0.006520254452024318,-0.737280826031493,0.23721370456769061
-0.7434029753897188,-0.7488040890979925,,-0.9452358856033081,-0.973174269326819,-0.8115923857817475,-0.812308285316338,-0.7222536684990296,0.0,-0.7848642833644733,-0.8660210979319334,1.1102230246251565e-16,-0.8607943899684543,-0.8903530777822474,,,-1.5832229726931015
1.185743577352134,1.1893768579509387,1.1036629823314197,1.2624430339044197,1.0537213827439469,1.0830027992285027,1.0830520975513795,1.1606267541350406,0.0,1.2839077970300998,1.1517811330208823,1.1102230246251565e-16,1.1636637280585078,1.1422666363713456,1.0799919746030298,1.0976360263354565,0.3672448958006044
-0.3558205881636296,-0.36116789968820623,-0.5419424579061859,-0.7366457157250831,-0.37374809898509614,-0.5437516491982303,-0.5443593719785474,-0.43499562851846846,0.0,-0.45890734452081,-0.6149538781944619,1.1102230246251565e-16,-0.5889224586906698,-0.6967702478628566,-0.5883783684036575,-0.5865200900532357,-1.5832229726931015
1.185743577352134,1.1893768579509387,1.103694149181028,1.2624339478925775,1.0468143374796832,1.0825263481476035,1.0825754540392163,1.1868034969043895,0.0,1.2727760105503756,1.1638249479898384,1.1102230246251565e-16,1.203927114420754,1.1422666363713456,1.1030702739196212,1.1214403530688657,-0.8030358252956192
-1.5078968483253485,-1.524076467917565,-1.0202507079635954,-1.039760262807196,-1.4033145054053138,-1.0861686360668221,-1.0869954327260816,-0.771222628045303,0.0,-1.0798290027782316,-1.0142526667806249,1.1102230246251565e-16,-1.025234575391834,-0.9871444927419535,-0.019866064159525784,-0.778938397814959,-0.933067016528533
-0.3558205881636296,-0.36116789968820623,-0.5418367083771648,-0.7366288417030895,-0.33344109380821574,-0.5435560534913346,-0.544163697273554,-0.49539817416862314,0.0,-0.4740719866482761,-0.6186596674156791,1.1102230246251565e-16,-0.6156392851553378,-0.6967702478628566,-0.6088491701583408,-0.6063570289977432,0.3672448958006044
0.017279861290000285,0.02646828972158,-0.2284995836230094,-0.2474626261196286,0.28813883226484643,-0.23535238744383186,-0.2358355525053255,-0.16220975249188668,0.0,-0.1059081749981126,-0.22399311535603766,1.1102230246251565e-16,-0.20660843491457434,-0.30960458802407487,-0.31540839975850826,-0.3107866387245805,0.4972760870335181
1.185743577352134,1.1893768579509387,1.1035816853961962,1.2623508757843003,1.0497502447080078,1.0828222493452144,1.0828714747467703,1.0774896497316824,0.0,1.2176833352803709,1.1564133695474037,1.1102230246251565e-16,1.1489882881694649,1.1422666363713456,1.0388557817233715,1.0559784545519904,1.1474320431980867
-0.7434029753897188,-0.7488040890979925,-0.8297866421447303,-0.9452475676185346,-0.9989008562053519,-0.8117077370960706,-0.8124236832192828,-0.8013316480324265,0.0,-0.8549696781176804,-0.8650946506266292,1.1102230246251565e-16,-0.8673795232519993,-0.8903530777822474,-0.7957328013864571,-0.7948079489705651,-0.8030358252956192
0.4117221137767285,0.4141044791313662,0.1404147028723861,0.24901133898881553,0.5830593861614604,0.1190971250981306,0.11875711674352787,0.1936498041119596,0.0,0.27759982372274045,0.17067343670360408,1.1102230246251565e-16,0.19715430869935308,0.1743524867743914,0.02726348132511598,0.03437609890985117,0.4972760870335181
1.602670943748734,1.577013047360725,2.0912901348739865,1.8761395318017242,1.4458967315720028,2.1205076271714973,2.1209759577381675,1.9544739563309734,0.0,1.8156094296559786,2.042096993418336,1.1102230246251565e-16,2.0003519483992047,2.1101807859682995,2.1798889312396437,2.206520913333429,-0.41294225159687803
0.782535941476812,0.8017406685411524,0.5594554910218063,0.7308762950557521,0.8717520355718538,0.5527177614619713,0.5525528858135659,0.4518712633466086,0.0,0.5536432683508616,0.6079565648072445,1.1102230246251565e-16,0.6312086654175875,0.6583095615728792,0.3890440385713817,0.3993757754887902,0.7573384694993456
-0.3558205881636296,-0.36116789968820623,-0.5418915112218913,-0.7366392257166241,-0.35617946126335864,-0.5436964811783366,-0.5443041816771391,-0.45003284110491365,0.0,-0.4579681863562676,-0.6168067728050706,1.1102230246251565e-16,-0.598329791952877,-0.6967702478628566,-0.5938657886458826,-0.5924711717365879,-0.933067016528533
1.602670943748734,1.577013047360725,2.090904291997829,1.876109677762812,1.4373322157061894,2.1190080600852985,2.1194757849998846,1.994263758500859,0.0,1.8306083379897027,2.0532143610819884,1.1102230246251565e-16,2.0479530547059728,2.1101807859682995,2.2143701676553267,2.2422274034335428,-1.5832229726931015
-1.1458484040138588,-1.1364402785077787,-1.0534409076340556,-0.9512352494229307,-1.2226281836490382,-0.9679335388857263,-0.9687125822076207,-1.2847249873048272,0.0,-1.1532905068547312,-1.0198113506124509,1.1102230246251565e-16,-1.0568432151528497,-0.8903530777822474,-1.2573377055923474,-1.0189653590435004,1.017400851965173
1.185743577352134,1.1893768579509387,1.103750721322894,1.2624936559704012,1.052645770592775,1.0831331963664332,1.0831825473547088,1.2354726347273142,0.0,1.3242225423580387,1.157339816852708,1.1102230246251565e-16,1.200916767776848,1.1422666363713456,1.1235410756743047,1.1412772920133734,-0.933067016528533
